title,price,liter,fuel_type,year,transmission,city
Chrysler Voyager,498,2.4,Petrol / Gas,2000,Automatic,Vilnius
Peugeot 406,499,2.0,Diesel,2001,Mechanical,Kedainiai
Citroen C3,499,1.4,Gasoline,2004,Mechanical,Vilnius
Opel Signum,499,2.2,Diesel,2003,Mechanical,Kedainiai
Honda HR-V,499,1.6,Gasoline,2000,Mechanical,Kaunas
Chrysler PT Cruiser,499,2.1,Diesel,2004,Mechanical,Akmene
Lancia Kappa,499,2.4,Diesel,1999,Mechanical,Kaunas
Audi A4 B5,499,1.9,Diesel,2000,Mechanical,Vilkaviskis
Ford Fiesta,499,1.8,Diesel,1999,Mechanical,Kaunas
Lada 2101,500,1.2,Gasoline,1974,Mechanical,Prienai
Opel Zafira,500,2.2,Diesel,2004,Mechanical,Vilnius
Volkswagen Sharan,500,1.9,Diesel,1997,Automatic,Marijampole
Audi 80 B4,500,2.0,Petrol / Gas,1993,Mechanical,Raseiniai
Mercedes-Benz E 200,500,2.0,Petrol / Gas,2000,Mechanical,Kaunas
Citroen C5,500,2.0,Diesel,2002,Mechanical,Joniskis
Mitsubishi Carisma,500,1.6,Gasoline,2001,Mechanical,Kaunas
Mazda Premacy,500,1.8,Petrol / Gas,1999,Mechanical,Kaunas
Chevrolet Aveo,500,1.0,Gasoline,2005,Mechanical,Kaunas
Mazda 6,500,2.0,Gasoline,2005,Mechanical,Vilnius
Seat Cordoba I FL,500,1.9,Diesel,2000,Mechanical,Vilnius
Opel Corsa,500,1.2,Gasoline,1995,Mechanical,Telsiai
Peugeot 406,500,2.0,Petrol / Gas,1997,Mechanical,Vilnius
Volkswagen Passat,500,1.9,Diesel,2000,Mechanical,Siauliai
Renault Scenic I,500,1.9,Diesel,2001,Mechanical,Marijampole
Nissan Terrano,500,2.7,Diesel,2000,Mechanical,Joniskis
Volkswagen Golf,500,1.6,Diesel,1999,Mechanical,Vilkaviskis
Ford Tourneo Connect,500,1.8,Diesel,2005,Mechanical,Vilkaviskis
Alfa Romeo 147,500,2.0,Petrol / Gas,2001,Automatic,Vilnius
Mazda Premacy,500,1.8,Gasoline,2000,Mechanical,Silute
Audi A4 B5,500,1.8,Gasoline,1996,Automatic,Anyksciai
Toyota Camry,500,2.4,Gasoline,2002,Mechanical,Vilnius
Mercedes-Benz CLK 200,500,2.0,Gasoline,1998,Mechanical,Plunge
Volkswagen Golf,500,1.6,Gasoline,1999,Mechanical,Klaipeda
BMW 316 E46,500,1.8,Gasoline,2004,Mechanical,Taurage
Renault Megane,500,1.5,Diesel,2006,Mechanical,Taurage
Opel Zafira,500,2.0,Diesel,2003,Mechanical,Vilkaviskis
BMW 320 E46,500,2.0,Diesel,2000,Mechanical,Panevezys
Opel Astra,500,1.7,Diesel,1998,Mechanical,Vilnius
Volkswagen Sharan,500,1.9,Diesel,1998,Mechanical,Rokiskis
Chrysler Grand Voyager I,500,3.3,Petrol / Gas,1993,Automatic,Rokiskis
Volkswagen Golf II,500,1.6,Diesel,1986,Mechanical,Druskininkai
Opel Signum,500,2.2,Diesel,2003,Mechanical,Vilnius
BMW 320 E46,500,2.0,Diesel,2001,Mechanical,Marijampole
Subaru Legacy,500,2.0,Petrol / Gas,1999,Mechanical,Kaunas
Opel Astra,500,2.0,Diesel,1999,Mechanical,Naujoji Akmene
Ford Focus,500,2.0,Diesel,2005,Mechanical,Vilnius
Fiat Punto,500,1.2,Gasoline,2006,Mechanical,Kaunas
Peugeot 307,500,1.6,Diesel,2007,Mechanical,Kupiskis
Mercedes-Benz S 320,500,3.2,Gasoline,2002,Automatic,Ariogala
Fiat Doblo,500,1.3,Diesel,2005,Mechanical,Radviliskis
Opel Omega,500,2.2,Diesel,2001,Mechanical,Vilnius
Renault Espace,500,2.0,Gasoline,2000,Mechanical,Vilnius
Opel Vectra,500,2.0,Diesel,2001,Mechanical,Kaunas
Honda Civic,500,1.7,Diesel,2002,Mechanical,Marijampole
Opel Astra,500,1.7,Diesel,2000,Mechanical,Varena
Seat Alhambra,500,2.0,Gasoline,2004,Mechanical,Kaunas
Audi 80,500,1.8,Gasoline,1993,Mechanical,Vilnius
BMW 750,500,4.4,Gasoline,2011,Automatic,Telsiai
Mazda 6 I,501,2.0,Diesel,2005,Mechanical,Kaunas
Audi A4,515,1.9,Diesel,1996,Mechanical,Siauliai
Volvo S60,520,2.4,Gasoline,2004,Mechanical,Vilnius
Audi A6 C5,520,1.8,Petrol / Gas,1997,Mechanical,Raseiniai
Saab 9-5,520,2.0,Gasoline,2000,Mechanical,Vilnius
Volkswagen Multivan,520,2.4,Diesel,1993,Mechanical,Siauliai
Peugeot 307 I,530,2.0,Diesel,2003,Mechanical,Panevezys
Seat Toledo II,530,1.9,Diesel,2000,Mechanical,Panevezys
Opel Astra II,530,1.6,Petrol / Gas,2000,Mechanical,Panevezys
Renault Megane I,530,1.6,Gasoline,1997,Mechanical,Panevezys
Renault Espace III,530,2.2,Diesel,1997,Mechanical,Panevezys
Nissan Almera Tino,530,2.2,Diesel,2001,Mechanical,Panevezys
Volkswagen Golf IV,530,1.9,Diesel,2000,Mechanical,Panevezys
Volkswagen Polo,530,1.4,Gasoline,1999,Automatic,Vilnius
Peugeot 807,540,2.0,Diesel,2003,Mechanical,Kaunas
Skoda Fabia,550,1.9,Diesel,2003,Mechanical,Vilnius
Skoda Octavia,550,1.9,Diesel,1997,Mechanical,Ukmerge
Opel Zafira,550,1.8,Gasoline,2001,Mechanical,Vilnius
Opel Astra,550,1.7,Diesel,2001,Mechanical,Vilnius
Audi A4,550,1.9,Diesel,1997,Automatic,Vilnius
Opel Omega,550,2.5,Diesel,1998,Mechanical,Vilnius
Honda Accord,550,3.0,Petrol / Gas,1998,Automatic,Kaunas
Ford Focus,550,1.8,Petrol / Gas,2001,Mechanical,Vilnius
Opel Zafira A,550,2.2,Diesel,2003,Mechanical,Siauliai
Ford Mondeo Mk3,550,2.0,Diesel,2001,Mechanical,Klaipeda
Audi A6,550,2.5,Diesel,1999,Mechanical,Vilnius
Volkswagen Golf,550,1.9,Diesel,1998,Mechanical,Sakiai
Opel Zafira,550,1.8,Gasoline,2001,Mechanical,Kalvarija
BMW 320,550,2.0,Diesel,2000,Mechanical,Telsiai
Opel Vectra C,550,2.0,Diesel,2003,Mechanical,Taurage
Audi 80 B4,550,1.9,Diesel,1994,Mechanical,Alytus
Audi A4,550,1.9,Diesel,1997,Mechanical,Kaunas
Opel Zafira,550,2.0,Diesel,2000,Mechanical,Jurbarkas
Toyota Yaris,550,1.4,Diesel,2005,Mechanical,Vilnius
Volkswagen Passat B5 FL,550,1.9,Diesel,2001,Mechanical,Vilnius
Volkswagen Passat,550,1.9,Diesel,1996,Mechanical,Ignalina
BMW 320 E46,550,1.6,Gasoline,2000,Mechanical,Utena
BMW 320 E46,550,2.0,Diesel,2002,Mechanical,Silale
BMW 520 E39,550,2.0,Petrol / Gas,1999,Mechanical,Jonava
Volkswagen Passat B5,550,1.9,Diesel,1998,Mechanical,Mazeikiai
Opel Astra,550,1.6,Gasoline,2000,Mechanical,Vilkaviskis
Audi 80,550,2.0,Gasoline,1994,Mechanical,Marijampole
Ford Galaxy Mk1,550,2.0,Petrol / Gas,1997,Mechanical,Kaunas
Peugeot 407,550,2.0,Diesel,2005,Automatic,Jonava
Ford Galaxy,550,1.9,Diesel,2000,Mechanical,Silale
Opel Zafira,550,2.0,Diesel,2001,Mechanical,Silale
Volvo V70,555,2.5,Diesel,2000,Mechanical,Vilnius
Renault Espace,555,2.2,Petrol / Gas,1995,Mechanical,Prienai
Audi A3,555,1.8,Gasoline,1996,Mechanical,Siauliai
Seat Alhambra,555,1.9,Diesel,2001,Automatic,Vilnius
Audi A4 B5,555,1.9,Diesel,1997,Mechanical,Vilkaviskis
Volvo V50,555,2.4,Petrol / Gas,2005,Mechanical,Kaunas
Audi A6 C5,555,1.9,Diesel,2002,Mechanical,Vilkaviskis
Volkswagen Bora,555,1.9,Diesel,2000,Mechanical,Vilkaviskis
Citroen Xsara Picasso,570,2.0,Diesel,2001,Mechanical,Kaunas
Volkswagen Sharan,570,1.9,Diesel,2001,Mechanical,Kalvarija
Alfa Romeo 156,570,2.5,Gasoline,2000,Automatic,Vilnius
Honda Legend,580,3.5,Petrol / Gas,1997,Automatic,Klaipeda
Citroen C3 I,580,1.4,Gasoline,2005,Mechanical,Vilnius
Toyota Corolla,580,1.6,Gasoline,1997,Mechanical,Vilnius
Volkswagen Passat,580,1.9,Diesel,1991,Mechanical,Alytus
Volkswagen Passat,590,1.8,Gasoline,1987,Mechanical,Jurbarkas
Opel Astra,590,2.0,Diesel,2000,Mechanical,Raseiniai
Volkswagen Passat,590,1.9,Diesel,1998,Automatic,Klaipeda
Opel Agila,590,1.0,Gasoline,2001,Mechanical,Panevezys
Renault Scenic,599,1.6,Gasoline,2006,Mechanical,Kaunas
Opel Vectra,599,1.9,Diesel,2004,Mechanical,Vilnius
Hyundai Getz,599,1.5,Diesel,2007,Mechanical,Vilnius
Seat Alhambra,599,1.9,Diesel,2000,Mechanical,Siauliai
Citroen C3,599,1.4,Diesel,2003,Mechanical,Talinas
Volkswagen Golf,599,1.9,Diesel,1999,Mechanical,Vilnius
Volkswagen Bora,599,1.6,Gasoline,2002,Mechanical,Kaunas
Toyota Yaris I,600,1.0,Gasoline,2000,Mechanical,Vilnius
Volkswagen Passat B5,600,1.9,Diesel,1998,Mechanical,Alytus
Mercedes-Benz C 180,600,1.8,Gasoline,1997,Mechanical,Marijampole
Opel Vectra C,600,1.9,Diesel,2005,Mechanical,Klaipeda
Daewoo Kalos,600,1.4,Gasoline,2004,Mechanical,Kaunas
BMW 520 E39,600,2.0,Gasoline,1999,Mechanical,Mazeikiai
Mazda 6,600,1.8,Gasoline,2005,Mechanical,Kaunas
Ford Focus Mk2,600,2.0,Diesel,2005,Mechanical,Vilnius
Citroen C5,600,2.0,Diesel,2002,Mechanical,Ariogala
Mitsubishi Colt Z30,600,1.5,Diesel,2005,Mechanical,Vilkaviskis
Audi 80 B2,600,1.8,Gasoline,1986,Mechanical,Jonava
Renault Laguna,600,1.9,Diesel,2002,Mechanical,Klaipeda
Chrysler Grand Voyager,600,2.5,Diesel,2003,Mechanical,Kaunas
Ford C-MAX,600,2.0,Diesel,2005,Mechanical,Birzai
Renault Megane,600,1.5,Diesel,2003,Mechanical,Taurage
Audi A4 B6,600,1.9,Diesel,2004,Mechanical,Marijampole
Audi A4,600,1.9,Diesel,2002,Mechanical,Vilnius
Renault Scenic,600,1.9,Diesel,2004,Mechanical,Vilnius
Volkswagen Passat,600,1.6,Gasoline,1998,Mechanical,Klaipeda
Opel Meriva,600,1.7,Diesel,2005,Mechanical,Mazeikiai
Mercedes-Benz E 220 W210,600,2.2,Diesel,1997,Automatic,Klaipeda
Citroen Berlingo,600,1.6,Diesel,1999,Mechanical,Vilkaviskis
Opel Corsa,600,1.2,Gasoline,2005,Mechanical,Elektrenai
Volkswagen Passat B3,600,1.9,Diesel,1991,Mechanical,Alytus
Volkswagen Passat B3,600,1.6,Diesel,1991,Mechanical,Visaginas
Volvo V50,600,2.0,Diesel,2006,Mechanical,Kaunas
Ford Mondeo,600,1.8,Gasoline,1999,Mechanical,Klaipeda
Mercedes-Benz A 160,600,1.6,Gasoline,2000,Mechanical,Klaipeda
Dodge Caravan,600,3.3,Petrol / Gas,2006,Automatic,Vilnius
BMW 320 E46,600,2.0,Diesel,2000,Mechanical,Svencionys
Seat Leon I,600,1.9,Diesel,2003,Mechanical,Panevezys
Renault Vel Satis,600,2.2,Diesel,2005,Mechanical,Vilkaviskis
Mercedes-Benz A 170,600,1.7,Diesel,2001,Mechanical,Trakai
Citroen C8,600,2.2,Diesel,2005,Mechanical,Vilnius
Volkswagen Jetta A2,600,1.6,Diesel,1985,Mechanical,Jurbarkas
Volkswagen Passat,600,1.6,Gasoline,1999,Mechanical,Vilnius
Volkswagen Golf,600,1.4,Gasoline,1998,Mechanical,Alytus
Volkswagen Passat,600,1.9,Diesel,2000,Mechanical,Silale
Honda Civic VII,600,1.4,Gasoline,2003,Mechanical,Kaunas
Seat Arosa,600,1.7,Diesel,2000,Mechanical,Vilnius
Renault Megane,600,1.4,Gasoline,2004,Mechanical,Kaunas
Renault Laguna II,600,1.9,Diesel,2001,Mechanical,Silute
Hyundai Trajet,600,2.0,Petrol / Gas,2008,Mechanical,Kaunas
Citroen C8,600,2.2,Diesel,2004,Mechanical,Kaunas
Audi A6,600,2.4,Gasoline,2001,Mechanical,Kaunas
Renault Grand Espace,600,2.2,Diesel,2004,Mechanical,Kaisiadorys
Mitsubishi Space Star,600,1.3,Gasoline,1999,Mechanical,Vilnius
Jaguar S-Type,600,3.0,Gasoline,2000,Mechanical,Panevezys
Hyundai Terracan,600,2.9,Diesel,2002,Mechanical,Vilnius
Seat Leon,620,1.9,Diesel,2001,Mechanical,Panevezys
Volkswagen Passat,620,1.9,Diesel,1999,Mechanical,Vilnius
Ford Galaxy,620,1.9,Diesel,1998,Mechanical,Vilnius
Citroen C5,620,2.0,Gasoline,2005,Mechanical,Siauliai
Audi 80,620,2.0,Petrol / Gas,1993,Mechanical,Mazeikiai
Renault Laguna II,630,1.9,Diesel,2003,Mechanical,Panevezys
Renault 19 II,630,1.7,Gasoline,1993,Mechanical,Panevezys
Mazda 323F III,630,1.5,Gasoline,1999,Mechanical,Panevezys
Nissan Almera N15,630,1.6,Gasoline,1999,Mechanical,Panevezys
Opel Vectra C,630,2.2,Diesel,2002,Mechanical,Panevezys
Volkswagen Golf,630,1.6,Gasoline,1995,Mechanical,Kretinga
Ford Focus,630,1.6,Diesel,2006,Mechanical,Vilnius
Volkswagen Polo,630,1.6,Petrol / Gas,1996,Mechanical,Siauliai
Peugeot 307,630,2.0,Diesel,2002,Mechanical,Vilnius
Audi A6 C5,630,1.9,Diesel,1999,Mechanical,Panevezys
Audi A6,630,1.9,Diesel,1999,Mechanical,Panevezys
Mazda 6,649,2.0,Gasoline,2007,Mechanical,Talinas
Peugeot 306,649,1.9,Diesel,1999,Mechanical,Kaunas
Ford Mondeo Mk3,650,2.0,Diesel,2004,Mechanical,Siauliai
Volkswagen Passat,650,1.8,Gasoline,1996,Mechanical,Marijampole
Audi 80,650,2.0,Gasoline,1993,Mechanical,Marijampole
Opel Astra,650,1.7,Diesel,2000,Mechanical,Kaunas
Volkswagen New Beetle,650,1.9,Diesel,2000,Mechanical,Vilnius
Citroen Xsara Picasso,650,1.8,Gasoline,2000,Mechanical,Vilnius
Kia Pride,650,1.3,Gasoline,1997,Mechanical,Vilnius
Audi A4,650,1.9,Diesel,1999,Mechanical,Vilnius
Volkswagen Passat B5,650,1.9,Diesel,1997,Mechanical,Alytus
Volvo S60,650,2.5,Diesel,2002,Mechanical,Vilnius
Audi A4,650,2.5,Diesel,2003,Mechanical,Kedainiai
Nissan Micra,650,1.2,Gasoline,2003,Mechanical,Kaunas
Subaru Forester,650,2.0,Petrol / Gas,1999,Mechanical,Kretinga
Opel Vectra,650,2.2,Diesel,2003,Mechanical,Alytus
Ford Galaxy,650,1.9,Diesel,1998,Mechanical,Vilnius
Volkswagen Golf,650,1.4,Gasoline,1985,Mechanical,Joniskis
Lada 2121,650,1.6,Petrol / Gas,1984,Mechanical,Vilnius
Audi A4 B5,650,1.9,Diesel,2000,Mechanical,Jurbarkas
Volkswagen Golf,650,1.4,Gasoline,1995,Mechanical,Mazeikiai
Renault Scenic,650,1.9,Diesel,2006,Mechanical,Klaipeda
Opel Vectra,650,2.2,Gasoline,2005,Mechanical,Vilnius
Volkswagen Golf,650,2.0,Diesel,2005,Mechanical,Kaunas
Volkswagen Golf III,650,1.4,Gasoline,1995,Mechanical,Siauliai
Peugeot Partner,650,1.9,Diesel,2004,Mechanical,Vilnius
Seat Alhambra,650,1.9,Diesel,2002,Mechanical,Vilnius
Volkswagen Passat,650,1.9,Diesel,1997,Mechanical,Raseiniai
Peugeot 406,650,1.8,Gasoline,1996,Mechanical,Klaipeda
Mazda 323F II,650,1.5,Gasoline,1997,Mechanical,Vilnius
Ford Transit,650,2.4,Diesel,2007,Mechanical,Kelme
Volvo V70,650,2.4,Gasoline,1997,Automatic,Kelme
Citroen C8,650,2.2,Diesel,2005,Mechanical,Vilkaviskis
Citroen Xantia,650,2.0,Diesel,2000,Mechanical,Taurage
Opel Astra,650,2.0,Diesel,1999,Mechanical,Mazeikiai
Honda Civic,650,1.7,Diesel,2004,Mechanical,Lentvaris
Renault Espace,650,2.2,Diesel,1999,Mechanical,Vilnius
Volkswagen Passat B4,650,1.9,Diesel,1995,Mechanical,Kursenai
Audi A6 C5,650,1.9,Diesel,1997,Mechanical,Kaunas
Ford Focus,650,1.6,Gasoline,1999,Mechanical,Siauliai
Volkswagen Golf,650,1.6,Petrol / Gas,1998,Mechanical,Zarasai
Mazda 5,650,2.3,Petrol / Gas,2009,Automatic,Kelme
Audi 100,650,2.4,Diesel,1994,Mechanical,Silale
Opel Frontera,650,2.2,Gasoline,2000,Mechanical,Silale
Volkswagen Passat,650,1.9,Diesel,2002,Mechanical,Silale
Mercedes-Benz C 200,650,2.1,Diesel,2000,Mechanical,Vilkaviskis
Nissan Almera Tino,650,2.2,Diesel,2002,Mechanical,Radviliskis
Fiat Bravo,650,1.6,Gasoline,1999,Mechanical,Panevezys
Rover Kitas,650,3.0,Diesel,1986,Mechanical,Alytus
Peugeot 807,650,2.2,Diesel,2005,Mechanical,Radviliskis
Ford Focus,650,1.6,Gasoline,2001,Mechanical,Kaunas
Volkswagen Golf IV,650,1.9,Diesel,1999,Mechanical,Kaunas
Volvo V40,650,1.9,Diesel,2001,Mechanical,Kaunas
Volkswagen Passat,650,1.6,Petrol / Gas,1998,Mechanical,Ukmerge
Cadillac Catera,650,3.0,Gasoline,2001,Automatic,Vilnius
Ford Transit Connect,650,1.8,Diesel,2005,Mechanical,Radviliskis
Ford Galaxy Mk1,650,1.9,Diesel,1998,Mechanical,Raseiniai
Renault Scenic,650,1.9,Diesel,2005,Mechanical,Silale
Opel Astra I,650,1.7,Diesel,2001,Mechanical,Sirvintos
Ford Focus Mk2,650,2.0,Diesel,2005,Mechanical,Vilnius
Fiat Ulysse,650,1.9,Diesel,1998,Mechanical,Kaunas
Ford Focus Mk2,650,2.0,Diesel,2005,Mechanical,Vilnius
Isuzu Trooper,650,3.2,Diesel,1996,Mechanical,Silale
Opel Vectra,650,2.2,Diesel,2003,Mechanical,Panevezys
Toyota Avensis Verso,650,2.0,Diesel,2003,Mechanical,Silale
Fiat Ducato,650,2.3,Diesel,2004,Mechanical,Kaunas
Ford Transit VI,650,2.4,Diesel,2007,Mechanical,Radviliskis
Opel Meriva I,650,1.6,Gasoline,2004,Mechanical,Kaunas
Volkswagen Polo,660,1.4,Diesel,2008,Mechanical,Vilnius
Toyota Yaris,660,1.0,Gasoline,2005,Mechanical,Vilnius
Audi 80,665,1.8,Gasoline,1990,Mechanical,Visaginas
Audi A3 8L,666,1.9,Diesel,2000,Mechanical,Vilnius
Peugeot 307 I,670,2.0,Diesel,2004,Mechanical,Vilnius
Audi 80,670,1.6,Gasoline,1985,Mechanical,Kaunas
Opel Signum,670,2.2,Diesel,2004,Mechanical,Alytus
Renault Megane II,670,1.9,Diesel,2004,Mechanical,Mazeikiai
Nissan Primera,680,1.6,Gasoline,1996,Mechanical,Marijampole
Renault Vel Satis,680,3.5,Gasoline,2003,Automatic,Siauliai
Audi A6 C5,680,2.5,Diesel,2000,Mechanical,Telsiai
Ford Galaxy,690,1.9,Diesel,1997,Mechanical,Alytus
Volvo V70,690,2.5,Diesel,2001,Mechanical,Vilnius
Mazda 6,690,2.0,Diesel,2007,Mechanical,Vilnius
Volkswagen Golf,690,1.6,Gasoline,2002,Mechanical,Jurbarkas
Honda Accord,690,2.2,Diesel,2004,Mechanical,Kaunas
Opel Astra,695,2.0,Diesel,2001,Mechanical,Vilnius
Mazda 5,699,2.0,Gasoline,2007,Mechanical,Talinas
Citroen C5,699,1.8,Gasoline,2003,Mechanical,Kaunas
Citroen C5 I,699,2.2,Diesel,2001,Automatic,Telsiai
Ford Scorpio,699,2.3,Gasoline,1998,Automatic,Vilnius
BMW 316 E36,699,1.6,Gasoline,1995,Mechanical,Sirvintos
Peugeot 407,699,1.7,Gasoline,2007,Mechanical,Talinas
Daewoo Kalos,699,1.2,Gasoline,2003,Mechanical,Talinas
Toyota Corolla,699,1.9,Diesel,2001,Mechanical,Kaunas
Hyundai Getz,699,1.4,Gasoline,2007,Mechanical,Talinas
Volkswagen Passat B5 FL,700,1.9,Diesel,2001,Mechanical,Marijampole
Saab 9-5,700,2.3,Petrol / Gas,1999,Automatic,Klaipeda
Audi A6,700,2.8,Petrol / Gas,2001,Mechanical,Alytus
Volkswagen Bora,700,1.9,Diesel,2000,Mechanical,Kursenai
Opel Astra,700,1.6,Petrol / Gas,2005,Mechanical,Vilnius
Citroen C5 I,700,2.2,Diesel,2001,Automatic,Taurage
Ford Focus,700,1.6,Gasoline,2006,Mechanical,Kaunas
Opel Vectra,700,2.6,Gasoline,2001,Mechanical,Kaunas
Citroen Xsara,700,1.6,Gasoline,2003,Mechanical,Kaunas
Mazda 626,700,1.8,Gasoline,1999,Mechanical,Kaunas
BMW 320,700,2.0,Gasoline,2001,Mechanical,Kaunas
Fiat Ulysse,700,2.0,Diesel,2000,Mechanical,Visaginas
Citroen C8,700,2.0,Diesel,2004,Mechanical,Vilnius
Opel Corsa B,700,1.4,Gasoline,1997,Mechanical,Vilnius
Ford Focus,700,1.6,Gasoline,2002,Mechanical,Jonava
Volkswagen Passat B5,700,1.9,Diesel,1998,Mechanical,Utena
Chrysler PT Cruiser,700,2.2,Diesel,2005,Mechanical,Kaunas
Opel Astra II,700,2.0,Diesel,1999,Mechanical,Vilnius
Opel Vectra,700,2.2,Gasoline,2004,Mechanical,Raseiniai
Opel Zafira,700,2.0,Diesel,2001,Mechanical,Panevezys
Volkswagen Golf,700,1.9,Diesel,1999,Mechanical,Vilkaviskis
Audi 80 B3,700,2.0,Diesel,1989,Mechanical,Vilnius
Opel Astra,700,2.0,Diesel,2001,Mechanical,Pakruojis
Volkswagen Golf IV,700,1.9,Diesel,1998,Mechanical,Svencionys
Renault Grand Scenic,700,1.9,Diesel,2004,Mechanical,Akmene
Opel Zafira,700,2.0,Diesel,2002,Mechanical,Kaunas
Opel Zafira,700,2.0,Diesel,2000,Mechanical,Vilnius
Audi A6 C4,700,1.9,Diesel,1995,Mechanical,Kaunas
Volkswagen Golf,700,1.9,Diesel,1993,Mechanical,Akmene
Audi A4 B5,700,1.8,Petrol / Gas,1996,Mechanical,Vilnius
Opel Meriva,700,1.6,Petrol / Gas,2004,Mechanical,Alytus
Opel Meriva I,700,1.7,Diesel,2004,Mechanical,Klaipeda
Mazda 626,700,1.8,Gasoline,1989,Mechanical,Klaipeda
Volkswagen Golf IV,700,1.9,Diesel,1999,Mechanical,Utena
Opel Omega B FL,700,2.2,Gasoline,2002,Mechanical,Panevezys
Audi 80,700,2.0,Petrol / Gas,1992,Mechanical,Ukmerge
Volkswagen Golf V,700,1.4,Gasoline,2005,Mechanical,Moletai
Citroen C5,700,2.9,Petrol / Gas,2001,Automatic,Panevezys
Audi A6 C4,700,2.5,Diesel,1995,Mechanical,Vilnius
Ford Fiesta,700,1.3,Gasoline,2004,Mechanical,Birzai
Opel Astra,700,1.6,Gasoline,2000,Mechanical,Vilnius
BMW 530 E39,700,3.0,Diesel,1999,Mechanical,Panevezys
Ford Sierra,700,2.0,Gasoline,1989,Mechanical,Vilnius
Ford Galaxy,700,2.8,Gasoline,1996,Mechanical,Vilnius
Subaru Forester,700,2.0,Petrol / Gas,2000,Automatic,Vilnius
Seat Toledo II,700,2.3,Gasoline,2000,Mechanical,Vilnius
Moskvich 407,700,1.4,Gasoline,1975,Mechanical,Kedainiai
Peugeot 206,700,1.9,Diesel,2000,Mechanical,Akmene
Opel Astra,700,1.7,Diesel,2001,Mechanical,Kaunas
BMW 318,700,1.8,Petrol / Gas,2000,Mechanical,Telsiai
Dodge Intrepid,700,3.2,Gasoline,2003,Automatic,Vilnius
Volvo S60 I,700,2.4,Gasoline,2001,Mechanical,Kupiskis
Audi A3,700,1.9,Diesel,1997,Mechanical,Vilnius
Audi A4 B5,700,1.9,Diesel,1997,Mechanical,Alytus
Opel Zafira,700,2.0,Diesel,2004,Mechanical,Siauliai
BMW 316 E36,700,1.6,Gasoline,1995,Mechanical,Kelme
Renault 19,700,1.8,Petrol / Gas,1993,Mechanical,Panevezys
Volkswagen Passat B5,700,1.9,Diesel,2000,Mechanical,Silale
Seat Alhambra,700,1.9,Diesel,2001,Mechanical,Panevezys
Renault Thalia,700,1.4,Gasoline,2005,Mechanical,Klaipeda
Audi A4 B5,700,1.9,Diesel,1997,Mechanical,Klaipeda
Ford Focus Mk1,720,1.8,Diesel,2001,Mechanical,Vilnius
Opel Zafira,720,1.8,Petrol / Gas,2000,Mechanical,Plunge
Mitsubishi Galant VIII,730,2.0,Diesel,2001,Mechanical,Panevezys
Audi 80 B3,730,1.8,Gasoline,1990,Mechanical,Panevezys
Renault Scenic II,730,1.5,Diesel,2006,Mechanical,Marijampole
Volkswagen Golf,730,1.4,Gasoline,1996,Mechanical,Plunge
Volvo V70,730,2.5,Diesel,2000,Automatic,Radviliskis
Volkswagen Golf,730,1.9,Diesel,2001,Mechanical,Vilnius
Ford C-MAX,740,1.6,Diesel,2004,Mechanical,Vilnius
Citroen Xsara Picasso,740,2.0,Diesel,2003,Mechanical,Gargzdai
Volkswagen Golf,749,1.4,Gasoline,2003,Mechanical,Talinas
Saab 9-3,749,2.0,Gasoline,2004,Mechanical,Talinas
Mitsubishi Colt,750,1.3,Gasoline,2008,Mechanical,Vilnius
Toyota Corolla Verso,750,2.0,Diesel,2002,Mechanical,Marijampole
Skoda Fabia,750,1.9,Diesel,2002,Mechanical,Siauliai
Nissan Primera,750,2.0,Gasoline,1996,Mechanical,Kaunas
Opel Meriva,750,1.7,Diesel,2006,Mechanical,Vilnius
Renault Scenic,750,1.5,Diesel,2006,Mechanical,Vilnius
Audi A4 B6,750,1.9,Diesel,2003,Mechanical,Siauliai
Nissan Micra,750,1.2,Gasoline,2005,Mechanical,Klaipeda
Honda Civic VII,750,1.6,Petrol / Gas,2002,Automatic,Vilnius
Ford Focus,750,1.6,Diesel,2006,Mechanical,Siauliai
Saab 9-5,750,2.0,Petrol / Gas,2005,Automatic,Vilnius
Renault Megane,750,1.9,Diesel,2004,Mechanical,Klaipeda
Volkswagen Passat,750,1.9,Diesel,2000,Mechanical,Pakruojis
Mercedes-Benz C 180,750,1.8,Petrol / Gas,1994,Mechanical,Kaunas
BMW 318 E46,750,1.8,Gasoline,1998,Mechanical,Ignalina
Audi A4 B5,750,1.8,Petrol / Gas,1998,Mechanical,Ignalina
Mercedes-Benz E 200,750,2.0,Gasoline,1985,Mechanical,Kaunas
Volkswagen Golf,750,1.9,Diesel,2001,Mechanical,Siauliai
Opel Meriva,750,1.6,Petrol / Gas,2006,Mechanical,Klaipeda
Chrysler PT Cruiser,750,2.2,Diesel,2003,Mechanical,Other city
Renault Scenic,750,1.9,Diesel,2005,Mechanical,Telsiai
Volkswagen Passat B5,750,1.9,Diesel,1998,Mechanical,Vilkaviskis
Opel Meriva,750,1.8,Gasoline,2003,Mechanical,Klaipeda
Opel Signum,750,2.2,Diesel,2003,Mechanical,Kretinga
Audi A6 C5,750,2.5,Diesel,2002,Mechanical,Vilnius
Fiat Scudo,750,2.0,Diesel,2001,Mechanical,Kaunas
Opel Zafira,750,2.0,Diesel,2003,Mechanical,Plunge
Saab 9-3 II,750,2.2,Diesel,2003,Mechanical,Vilnius
Renault Master,750,2.8,Diesel,2001,Mechanical,Silale
